SampleDate,Cu,Ni,Pb,S,Zn,Al,Ca,Cl,Si,Ti
2003-05-17,0.5883197468480711,0.7469586472292986,0.23778811941758213,0.10506732427940699,0.05384962864569396,0.20724029875767339,0.23586697523564482,2.864522721717211,1.205414812467969,0.365185918306741
2003-05-18,0.4993895329096487,0.7469586472292986,0.23778811941758213,0.3068399359879008,0.18821074694835532,0.41192414171218655,0.3820494409665404,1.4283046309124499,0.306383286767372,0.5407366563582312
2003-05-19,0.06407369004128237,0.7469586472292986,0.23778811941758213,0.39234696084282805,0.04214964451418475,0.09422557386576295,0.6366912693302159,0.004793030472382828,0.31307852993999574,0.07220697021629435
2003-05-20,0.094781639112558,0.7469586472292986,0.23778811941758213,0.7091591549078756,0.024536763886637784,0.14507309097685545,0.6830508888979555,0.004538900502226069,0.497740851111681,0.09193792519474757
2003-05-21,0.14686231416544968,0.7469586472292986,0.23778811941758213,0.3444737326187962,0.04920623327058779,0.10661330443493615,1.1335762542776064,0.2902167700041716,0.48135747584018873,0.07780026722434051
2003-05-22,0.17666948961097678,0.0436279704485261,0.23778811941758213,0.23458191885266727,1.000088408270155,0.29170100650935027,0.5486432926875658,0.6220331440811869,0.8722599856924215,0.1085290853982445
2003-05-23,0.12123141172798975,0.7469586472292986,0.047470279220021575,0.5484105762724057,0.02056814684084227,2.202311491084775,2.0773163269789623,0.1617216263594228,4.24758086516267,1.611101372538456
2003-05-24,0.39121733047155904,0.7469586472292986,0.14438407761450472,1.1587867865189996,0.006878135672981048,0.49746511658267445,0.30527342355380666,0.2687377523637146,0.9115615691692152,0.3550973958000861
2003-05-25,0.39121733047155904,0.7469586472292986,0.031108969377285748,0.6748243219850185,1.000088408270155,0.2459952452381603,0.23279632151974217,0.2902167700041716,0.4107091493916741,0.26941357819284073
2003-05-26,3.6490421504925346,0.30779156652808115,0.23778811941758213,0.19395116299459472,0.1449791310047921,1.1462181075132087,0.650869469542369,0.49929531115171594,1.0170781278300947,0.96574472154723
2003-05-27,0.24750248815236056,0.28147092350726965,0.23778811941758213,0.2026821823610006,0.029992181913956664,0.314308858261058,0.3025702810175214,0.302083705523277,0.44563551678094704,0.5606424764287709
2003-05-28,0.18592282418920467,0.4953860391127411,0.23778811941758213,0.24259054328834548,0.025897758615216118,0.0922914356752943,0.12995601361304887,0.23651821268575832,0.1788560757719429,0.35399932507302406
2003-05-29,0.11762835083177187,0.7469586472292986,0.23778811941758213,0.2584794736999667,0.004808050491318026,0.05267393630942724,0.12814747111714894,0.31015404401508023,0.06306034336785411,0.20474751711175218
2003-05-30,0.7130349527574986,0.7469586472292986,0.08282240162690438,0.3574572449022999,0.1499427605257151,0.4171684122663268,0.1908468376509587,0.4262707649353258,0.08453593601117843,0.22449562957978647
2003-05-31,0.9753217563167133,0.7469586472292986,0.23778811941758213,0.4479890889622844,1.000088408270155,0.3900831979963279,0.15093800900824075,0.3455742459400714,0.40262619617011414,0.3077774174226851
2003-06-01,1.060485124867882,0.7469586472292986,0.23778811941758213,0.2210856699865356,0.01442651241425571,0.7452789109875767,0.17678952940767062,0.35257998680551444,0.16092350377262593,0.2855758035039362
2003-06-02,1.5081660321421038,0.030706907672662116,0.047470279220021575,0.19679698565196177,0.01133854018212393,0.10093842690185185,0.05986289963499558,0.2592456604763804,0.05425392928878865,0.1850337188405048
2003-06-03,0.8946622185534249,0.7469586472292986,0.23778811941758213,0.26740458132526984,0.062198592055321335,0.14648885592584074,0.19651908501093113,0.32112283672483055,0.08514958589169341,0.17060438589434498
2003-06-04,0.5838159160601909,0.7469586472292986,0.03930760380146295,0.21406278849612925,0.012962585486549345,0.06756816170147198,0.4783567512506189,0.2645617814326123,0.23615051964875486,0.22300293972186033
2003-06-05,1.0799744337570003,0.06372736263815953,0.0321337986803079,0.1767699214344473,0.002223302749442118,0.03816074626968247,0.49141791056130607,0.1447567439232981,0.19118936183203605,0.20960304754443818
2003-06-06,0.7427602471597665,0.0718628361011569,0.23778811941758213,0.0888804159999006,1.000088408270155,0.09061643685471715,0.09068549415138584,0.18874867553884755,0.11534546631334099,0.1118404542866364
2003-06-07,1.267934358826436,0.6335295676125274,0.0537810702559893,0.019975947148124073,8.840827015515763e-5,0.0959674345782598,0.016745081676400812,0.3135129522206825,0.0051372415508533975,0.034561531426853434
2003-07-11,0.03188390244902811,0.11389562466020228,0.013499673240862977,0.026435832877940185,0.010413629432758422,0.08357612641884954,0.028345065492966046,0.06402246673753414,0.02634816115876472,0.5407366563582312
2003-07-12,0.036368853696835395,0.10865358013478463,0.015871963278972338,0.026482881714097586,0.012247255517279832,0.046976388311835565,0.03666492097316478,0.26730585887531527,0.04640096134039178,0.5407366563582312
2003-07-13,0.055124089772601415,0.1210438830655625,0.017501234240360763,0.07478920630576119,0.03102768657527796,0.12565066056326468,0.029340312332264633,0.4227732334293736,0.03549197314788276,0.5407366563582312
2003-07-14,0.09181911963733781,0.2787821869201096,0.0222413382721156,0.14624516285794908,0.021977545800084496,0.10546484536897911,0.025475472299206426,0.10964845226970002,0.05469273912537111,0.004192988456766483
2003-07-15,0.08342003570428719,0.24923604635869745,0.030987479347832102,0.14004540924334385,0.02172698833776196,0.1387833963509144,0.18693024775998074,0.20179066216374308,0.07018990725817843,0.02426698291192904
2003-07-16,0.11277605884925908,0.15678519691457582,0.010670829127028233,0.11390630481765426,0.027250644684680306,0.09686887188801213,0.0249457783711508,0.044732402689248614,0.08208918310741058,0.009848259756750027
2003-07-17,0.09850577028721409,0.2854538918554842,0.0234230072467064,0.1491699431580964,0.026020634423373244,0.7920714625147459,0.0859472652881673,0.12656791976802234,0.10731675419382362,0.017074023440601403
2003-07-18,0.06172919171289462,0.2549546443541007,0.018383009875598516,0.15429024674898625,0.025701743202512603,0.07233259891394024,0.055431690322055104,0.04287778327407256,0.09038876553703025,0.5407366563582312
2003-07-19,0.07159608147080163,0.2687746295170477,0.02283217265692807,0.1218749343407547,0.02497284786585061,0.05439295594736946,0.04254124979838515,0.029741147952459537,0.10003769169230847,0.008498512989404138
2003-07-20,0.08806806943491562,0.2225492047949869,0.01615842848493374,0.14079712134849337,0.02483618034877441,0.14581489949387377,0.0451026574019296,0.10777933336109233,0.17102454688487556,0.009181928737417765
2003-07-21,0.07551021789013122,0.18585478400600233,0.01986457218954236,0.12580618550245673,0.033833476114274084,0.11662299044427767,0.03380129910344012,0.01715906540247338,0.06241589381073218,0.5407366563582312
2003-07-22,0.09736414809843118,0.2749697809824367,0.02653831636153669,0.1713831428746176,0.03787656473756284,0.053604796209806974,0.02101082621775177,0.024243223800413077,0.121201751326216,0.04299396265417421
2003-07-23,0.10445851615761902,0.28259461467999475,0.03497113616947437,0.19424513531669885,0.0476751887789056,0.05683927209349362,0.03620341281808036,0.010553130020383054,0.033057228292252806,0.026626136946954055
2003-07-24,0.08880197421438694,0.3607489254911837,0.01777427131293053,0.12549368499258562,0.029760320574645668,0.06260966428919046,0.08123221808390263,0.001649097434674706,0.06493631813180731,0.5407366563582312
2003-07-25,0.11489621700991748,0.28116495427003785,0.03556644680371658,0.21659814496834287,0.06257197682404529,0.07965047193406817,0.10167243555811274,0.004029269695020855,0.1204135693067325,0.04270351053096203
2003-07-26,0.12704634741130405,0.3564599660835251,0.03289873947071805,0.24625040748285149,0.061774748771893706,0.06725507239272381,0.04183300071279707,0.002066311706080191,0.05083476395658119,0.5407366563582312
2003-07-27,0.22971088904433817,0.3793344017095627,0.035718631290659185,0.16705732305811127,0.05076160321808819,0.0483856466158062,0.029480344291020196,0.024550457715041343,0.054158507861484344,0.5407366563582312
2003-07-28,0.10910655362233367,0.2878366592054124,0.03141717715677421,0.14517293054576616,0.08093101628413775,0.21061536966299477,0.056147258689721924,0.019369342561610454,0.05736106553701593,0.5407366563582312
2003-07-29,0.12207213377868836,0.21206509392193942,0.015106563979932005,0.07760812670619247,0.04313098523097178,0.10587239557772647,0.04025085298533635,0.1591108919522537,0.029521687303909076,0.5407366563582312
2003-07-30,0.08602945998384025,0.2954614492585461,0.02830634388144194,0.13090697452996966,0.02397471771872772,0.13168777071859003,0.041056565633730974,0.012175203806893542,0.06037588321719473,0.5407366563582312
2003-07-31,0.10796493516763703,0.3717095898342169,0.025643112797873152,0.1882426660662195,0.03991929232139005,0.09202765623117559,0.02980817659574298,0.013152715837678701,0.028562275072734154,0.5407366563582312
2003-08-01,0.07591793903352904,0.31690624629683894,0.03571863149562504,0.056744373190727865,0.018690230308979105,0.01830059617189086,0.016686982104784212,0.002162065677931485,0.05284801588070487,0.5407366563582312
2003-08-02,0.09214529953932508,0.3769516343596345,0.03734790225204761,0.059811101960494745,0.023803883061620346,0.029931626548630335,0.01150079633162778,0.010382140919161953,0.007544402157066331,0.5407366563582312
2003-08-03,0.06817121117036669,0.366467523486587,0.022518851594115107,0.08498944772623146,0.014886310622860086,0.023269674605945288,0.007744399115254413,0.0013207980533963253,0.015543206159615167,0.5407366563582312
2003-08-04,0.05235157554205473,0.40983364921094617,0.031103855888995384,0.08338123291406788,0.014624364113860493,0.02304237914040545,0.03651159862880232,0.004302852695451572,0.07288426337227095,0.5407366563582312
2003-08-05,0.1589302535944184,0.3631316710188997,0.029635721503477323,0.10982134297117271,0.02383805020165152,0.014030077309512902,0.023803758018823368,0.001033535918603964,0.059495289207604954,0.5407366563582312
2003-08-06,0.08986204769358679,0.2740166958646776,0.03200353570208866,0.17866368318421755,0.061603913593262075,0.15782908320473873,0.07733058847649746,0.024670013469003688,0.0943253016853754,0.5407366563582312
2003-08-07,0.10714948914675514,0.368850269014303,0.022518851389149247,0.12927042347163697,0.0445659972894174,0.06195930530751422,0.06258178878208813,0.008994801387736734,0.09495541849224409,0.5407366563582312
2003-08-08,0.09663024331895986,0.3550303056735682,0.02326187046587018,0.09694920874796151,0.03025004645261368,0.0332933589078706,0.08045096779793287,0.003912449724083146,0.0977951036875033,0.5407366563582312
2003-08-09,0.0908405836654623,0.3297731245198146,0.02282769661246419,0.1362109289863441,0.03550036724385537,0.06822846904297095,0.034612790132423216,0.0042686549378469175,0.047229495895994164,0.5407366563582312
2003-08-10,0.10812802138454441,0.4565356274029927,0.04756665355278019,0.13841153141739862,0.02936170654856987,0.026040952781865665,0.018097123947059666,0.004685321739449649,0.09038482035740242,0.0404031308730369
2003-08-11,0.3178605034547506,0.5547050966647297,0.027854265850180433,0.24980901047329188,1.314608302897194,0.08911260658144886,0.12531277488790646,0.005294043954557721,0.09506438312331937,0.4876240868295848
2003-08-12,0.1139992260135388,0.41841156802626334,0.02860176117633111,0.3934646160101374,0.06676312201108729,0.016611268189612064,0.04472147039082596,0.0033453123505429775,0.08279224315009236,0.06527197551763787
2003-08-13,0.08749726207461041,0.6185628906651982,0.03096509933047856,0.18452901575644393,0.03601287173670175,0.0427066471005246,0.06437196195934951,2.6750351739795737e-4,0.13329356998750175,0.5407366563582312
2003-08-14,0.10527396217850091,0.5913994956315022,0.03572310733512306,0.30137453628506916,0.050328821530456966,0.030890195289099278,0.014432989861216605,0.010176406277335619,0.12393821815697305,0.5407366563582312
2003-08-15,0.1350377064668706,0.5971181154491175,0.03378499115041969,0.550506150498893,0.060419459518663246,0.12450789616403699,0.0915275434531685,0.003912449724083146,0.1573371956769432,0.01338630779568043
2003-08-16,0.09614098093415147,0.5251589342811054,0.027263431670333824,0.39358811925095527,0.04663879126806003,0.12959485981848987,0.11029816505578449,0.017823598530877446,0.13187492810632037,0.015418105848576216
2003-08-17,0.071106815351907,0.46844939868599705,0.0314171771567742,0.21966674500934985,0.040021792698435074,0.10773330560317815,0.0634296846010592,0.03342412232618169,0.1655538003206276,0.5407366563582312
2003-08-18,0.12557854905462015,0.49513621842749544,0.02771103345216559,0.25263701978304826,0.04665018031473708,0.055965321319255815,0.058689019578758765,0.011613811421106193,0.1426827133569028,0.01179599784632745
2003-08-19,0.10633404312587326,0.5947353480991894,0.025634160503979535,0.19785693558146014,0.03707204681937719,0.09470613139857467,0.14980967771780732,0.00960926890379545,0.38548282995464933,0.035285708143844956
2003-08-20,0.10364307387082337,0.46987903727374186,0.0417791610604875,0.23234159491740014,0.04628573342869247,0.14044617905754928,0.24212301411744938,0.009875465133460742,0.41417587190233357,0.060753225559534045
2003-08-21,0.5122626160155395,0.7005296074140602,0.03630051379150975,0.2130742939622154,0.10018978417342685,0.06878649953144961,0.2491334660646062,0.02464156069915185,0.22907003640862195,0.08312486605344269
2003-08-22,0.10519242093709034,0.6128442708475829,0.03215572018903126,0.16208645296059507,0.03939539930339085,0.06205495525708912,0.3980936270179853,0.0539171309980539,0.1679023083203529,0.5407366563582312
2003-08-23,0.09190066461283462,0.4784569342668467,0.029931139003332347,0.307158068122514,0.061660858826647374,0.09802490892506181,0.07490324194868724,0.022188341935855605,0.2681187524918641,0.025088448775609964
2003-08-24,0.0959778872490716,0.6161801233152701,0.03289426342625418,0.5798950998986669,0.04933798020631963,0.044603025501737455,0.05435284803336232,0.015970620585516168,0.21991314518413455,0.013009062089970828
2003-08-25,0.09100367361645592,0.6147504847275254,0.028297391997480038,0.40617047528657296,0.040568463809788374,0.052443223407098775,0.0979356852767538,0.00902845198873646,0.24972911069375217,0.009795637196365883
2003-08-26,0.08994359266908358,0.5732905510608965,0.026077286651279143,0.3574907006237067,0.07740043111064689,0.04260685852570986,0.07629604798767685,0.042831000601356764,0.20599238399669392,0.3234093409548038
2003-08-27,0.07673338505441094,16.42908730410907,0.02163259950448175,0.4200787533132698,0.03810844433022276,0.021311796601535468,0.03321786502312428,0.004118184365909479,0.09028288844850976,0.0064441629694689025
2003-08-28,0.7582008618315873,0.5337368749186348,0.02904041107420097,0.253811369550397,0.19482083375703096,0.06435350627819501,0.012810585310549055,0.0036052161226527014,0.05590318609700255,0.5407366563582312
2003-08-29,0.09483626879437494,0.5575643738402192,0.029631245663979303,0.38528132613075455,0.03816538956360805,0.01632763982744247,0.019623990841276702,0.0038856386432845657,0.04998298704356438,0.5407366563582312
2003-08-30,0.10763875526564977,0.5003782847751252,0.030231032137719528,0.14604547262262235,0.14111039576275808,0.022011713780746237,0.050831827709255345,0.019411474559783284,0.0833793916032235,0.5407366563582312
2003-08-31,0.10462160984269889,0.5894932817515596,0.03082186672749786,0.15887697374782,0.14477764741027666,0.058585881957783005,0.15525820637981652,0.019848113047262576,0.18160239570882544,0.047827768090476834
2003-09-01,0.07608102898452267,0.42222397396393635,0.03334186520808594,0.19172401276429965,0.04408765941507793,0.02698507581406844,0.026152517468096357,0.014007662596575505,0.06989410312613105,0.5407366563582312
2003-09-02,0.09255301694863664,0.49132383431203464,0.028592809087403345,0.1967659906792889,0.04343848740515535,0.057507899070156326,0.03057787012053578,0.015402936055371075,0.034669742396588946,0.5407366563582312
2003-09-03,0.08953587525977201,0.3340620839274732,0.027563324804721005,0.17469099692663087,0.06237836407358379,0.021579569002777264,0.0772256126881657,0.099775388423984,0.08327501540412678,0.5407366563582312
2003-09-04,0.09736414436434493,0.4284191254293252,0.03511884481691895,0.18999122541346666,0.05341523596963956,0.04034952251322189,0.05890320841401367,0.05040624035196052,0.13515926287588495,0.5407366563582312
2003-09-05,0.1254154591036265,0.48703485308216393,0.03585738805414187,0.20848462641877258,0.056547205552481876,0.03730156203871873,0.3202627024472344,0.08213694493207281,0.1343286270849077,0.5407366563582312
2003-09-06,0.197745437885727,0.2682980760470621,0.025195510811075527,0.19585040962097708,0.8089488998609087,0.07977116459281365,0.07379242529255116,0.08397897943213772,0.11075529480917447,0.5407366563582312
2003-09-07,0.08382775684768502,0.4465280481777186,0.030378740580198252,0.12700566353673143,0.02806336252872471,0.03591492125235039,0.06689195706356943,0.12534637181986816,0.03752662348516791,0.5407366563582312
2003-09-08,0.11734255133847692,0.43890325812458486,0.03334634145751568,0.17195040215313515,0.03743649422694605,0.048778065763943224,0.022463536014962652,0.10861978000016184,0.03350599462269261,0.5407366563582312
2003-09-09,0.10127828078367451,0.3798109551795484,0.028301867836978058,0.16073326425378207,0.03360979644747292,0.01769962403834644,0.06586550652807947,0.1388613723543434,0.07514001632706077,0.06178928522302117
2003-09-10,0.09336846670360478,0.49656587883745235,0.03555749471478882,0.15377671938147405,0.03263034364848839,0.03216807166487497,0.01319620230318379,0.05610305953167283,0.04210665577508863,0.5407366563582312
2003-09-11,0.10013666232897786,0.5437444104994844,0.03260779822029277,0.2888579416388734,0.03547758915050125,0.03216807166487497,0.01319620230318379,0.05610305953167283,0.04210665577508863,0.5407366563582312
2003-09-12,0.12272448984857665,0.4984720927173949,0.017478854018041366,0.27057331979046056,0.13982344078959,0.057507899070156326,0.03057787012053578,0.015402936055371075,0.034669742396588946,0.5407366563582312
2003-09-13,0.09891349516469815,0.3983964313979274,0.03911592997691871,0.29646461584681455,0.0425501469795873,0.024677153552896323,0.05925203627331504,0.02654186816063602,0.07288087563219459,0.5407366563582312
